step,sim_time,queue_total,waiting_time_avg,throughput,delay_total,stops
1030,1030.0,468.0,17.33550065019506,2,13331.0,140
1040,1040.0,471.0,17.75812743823147,3,13656.0,141
1050,1050.0,523.0,18.28738621586476,6,14063.0,156
1060,1060.0,559.0,20.21326397919376,3,15544.0,167
1070,1070.0,619.0,24.642392717815344,0,18950.0,185
1080,1080.0,614.0,20.275682704811445,1,15592.0,184
1090,1090.0,453.0,13.440832249674903,2,10336.0,135
1100,1100.0,331.0,9.65409622886866,2,7424.0,99
1110,1110.0,354.0,11.094928478543563,3,8532.0,106
1120,1120.0,357.0,10.092327698309493,4,7761.0,107
1130,1130.0,436.0,13.088426527958388,1,10065.0,130
1140,1140.0,502.0,14.94148244473342,5,11490.0,150
1150,1150.0,490.0,14.946684005201561,4,11494.0,147
1160,1160.0,565.0,18.227568270481143,2,14017.0,169
1170,1170.0,566.0,21.92847854356307,1,16863.0,169
1180,1180.0,645.0,27.240572171651497,1,20948.0,193
1190,1190.0,688.0,28.897269180754225,4,22222.0,206
1200,1200.0,468.0,19.293888166449936,2,14837.0,140
1210,1210.0,395.0,16.029908972691807,1,12327.0,118
1220,1220.0,353.0,12.747724317295189,2,9803.0,105
1230,1230.0,337.0,11.235370611183354,3,8640.0,101
1240,1240.0,430.0,13.971391417425227,4,10744.0,129
1250,1250.0,512.0,11.759427828348505,6,9043.0,153
1260,1260.0,542.0,13.622886866059819,2,10476.0,162
1270,1270.0,557.0,15.226267880364109,2,11709.0,167
1280,1280.0,672.0,22.397919375812744,5,17224.0,201
1290,1290.0,731.0,28.6332899869961,3,22019.0,219
1300,1300.0,675.0,28.20546163849155,3,21690.0,202
1310,1310.0,548.0,22.84005201560468,1,17564.0,164
1320,1320.0,473.0,19.785435630689207,4,15215.0,141
1330,1330.0,419.0,12.929778933680105,3,9943.0,125
1340,1340.0,445.0,13.2184655396619,4,10165.0,133
1350,1350.0,510.0,15.58257477243173,2,11983.0,153
1360,1360.0,646.0,18.60988296488947,3,14311.0,193
1370,1370.0,624.0,17.336801040312093,7,13332.0,187
1380,1380.0,676.0,21.95968790637191,1,16887.0,202
1390,1390.0,717.0,26.661898569570873,2,20503.0,215
1400,1400.0,786.0,30.152145643693107,2,23187.0,235
1410,1410.0,780.0,32.33550065019506,4,24866.0,234
1420,1420.0,639.0,29.596879063719115,5,22760.0,191
1430,1430.0,530.0,20.951885565669702,0,16112.0,159
1440,1440.0,599.0,18.4369310793238,1,14178.0,179
1450,1450.0,636.0,21.084525357607284,1,16214.0,190
1460,1460.0,616.0,21.328998699609883,3,16402.0,184
1470,1470.0,658.0,22.720416124837453,2,17472.0,197
1480,1480.0,633.0,19.548764629388817,2,15033.0,189
1490,1490.0,664.0,20.339401820546165,2,15641.0,199
1500,1500.0,769.0,24.540962288686607,3,18872.0,230
1510,1510.0,750.0,27.19115734720416,5,20910.0,225
1520,1520.0,780.0,30.331599479843952,2,23325.0,234
1530,1530.0,772.0,31.080624187256177,4,23901.0,231
1540,1540.0,837.0,31.03771131339402,0,23868.0,251
1550,1550.0,761.0,28.58777633289987,2,21984.0,228
1560,1560.0,676.0,27.26397919375813,4,20966.0,202
1570,1570.0,691.0,28.924577373211964,1,22243.0,207
1580,1580.0,647.0,21.52925877763329,7,16556.0,194
1590,1590.0,705.0,23.170351105331598,5,17818.0,211
1600,1600.0,730.0,25.98699609882965,4,19984.0,219
1610,1610.0,643.0,24.98699609882965,6,19215.0,192
1620,1620.0,702.0,28.51365409622887,2,21927.0,210
1630,1630.0,719.0,29.76853055916775,3,22892.0,215
1640,1640.0,692.0,28.433029908972692,2,21865.0,207
1650,1650.0,676.0,25.568270481144342,0,19662.0,202
1660,1660.0,715.0,26.144343302990897,5,20105.0,214
1670,1670.0,618.0,21.098829648894668,2,16225.0,185
1680,1680.0,606.0,21.43042912873862,2,16480.0,181
1690,1690.0,663.0,23.158647594278282,2,17809.0,198
1700,1700.0,719.0,25.003901170351106,1,19228.0,215
1710,1710.0,815.0,26.355006501950584,1,20267.0,244
1720,1720.0,785.0,28.176853055916776,3,21668.0,235
1730,1730.0,797.0,30.416124837451235,2,23390.0,239
1740,1740.0,782.0,30.557867360208064,1,23499.0,234
1750,1750.0,763.0,30.299089726918076,4,23300.0,228
1760,1760.0,827.0,33.850455136540965,4,26031.0,248
1770,1770.0,735.0,31.78673602080624,2,24444.0,220
1780,1780.0,688.0,24.296488946684004,2,18684.0,206
1790,1790.0,780.0,27.05591677503251,4,20806.0,234
