step,sim_time,queue_total,waiting_time_avg,throughput,delay_total,stops
1380,1380.0,650.0,33.01560468140442,-1,25389.0,269208
1390,1390.0,626.0,24.716514954486346,3,19007.0,272393
1400,1400.0,667.0,27.685305591677505,-3,21290.0,275795
1410,1410.0,673.0,26.76853055916775,2,20585.0,279340
1420,1420.0,651.0,27.280884265279585,1,20979.0,282702
1430,1430.0,803.0,34.37451235370611,0,26434.0,286696
1440,1440.0,1008.0,44.801040312093626,-3,34452.0,291698
1450,1450.0,702.0,32.26918075422627,2,24815.0,294887
1460,1460.0,788.0,39.30559167750325,5,30226.0,298072
1470,1470.0,717.0,33.711313394018205,-4,25924.0,301482
1480,1480.0,608.0,28.115734720416125,-3,21621.0,304622
1490,1490.0,680.0,27.323797139141742,0,21012.0,307973
1500,1500.0,863.0,31.426527958387517,2,24167.0,312079
1510,1510.0,860.0,35.2665799739922,1,27120.0,316364
1520,1520.0,922.0,42.51235370611183,-2,32692.0,320869
1530,1530.0,994.0,47.24317295188557,-1,36330.0,325925
1540,1540.0,684.0,28.161248374512354,3,21656.0,329439
1550,1550.0,786.0,32.27178153446034,-3,24817.0,332878
1560,1560.0,958.0,41.711313394018205,2,32076.0,337154
1570,1570.0,791.0,36.93758127438232,1,28405.0,340946
1580,1580.0,864.0,40.84655396618986,0,31411.0,344921
1590,1590.0,909.0,47.418725617685304,-4,36465.0,349342
1600,1600.0,761.0,39.90117035110533,2,30684.0,353603
1610,1610.0,788.0,42.75682704811443,2,32880.0,357902
1620,1620.0,837.0,37.866059817945384,0,29119.0,362703
1630,1630.0,605.0,27.96749024707412,-3,21507.0,365993
1640,1640.0,694.0,33.583875162548765,2,25826.0,369005
1650,1650.0,747.0,36.71261378413524,-3,28232.0,372539
1660,1660.0,774.0,36.902470741222366,2,28378.0,376450
1670,1670.0,841.0,43.750325097529256,3,33644.0,380844
1680,1680.0,972.0,51.51235370611183,-4,39613.0,385709
1690,1690.0,816.0,49.57347204161248,5,38122.0,389968
1700,1700.0,916.0,54.07542262678804,-5,41584.0,394548
1710,1710.0,1030.0,63.174252275682704,0,48581.0,399762
1720,1720.0,695.0,48.29778933680104,1,37141.0,403593
1730,1730.0,724.0,48.841352405721715,1,37559.0,407192
1740,1740.0,783.0,51.469440832249674,-1,39580.0,411311
1750,1750.0,831.0,58.04031209362809,1,44633.0,415547
1760,1760.0,885.0,65.79843953185956,-3,50599.0,420141
1770,1770.0,887.0,54.67750325097529,3,42047.0,424901
1780,1780.0,846.0,52.35890767230169,-2,40264.0,429498
1790,1790.0,933.0,57.559167750325095,2,44263.0,434557
1800,1800.0,1133.0,68.79713914174252,-1,52905.0,440424
1810,1810.0,731.0,51.81144343302991,-1,39843.0,444424
1820,1820.0,813.0,58.634590377113135,2,45090.0,448235
1830,1830.0,910.0,66.02730819245774,1,50775.0,452554
1840,1840.0,835.0,62.444733420026004,0,48020.0,457169
1850,1850.0,740.0,49.12743823146944,-2,37779.0,461615
1860,1860.0,891.0,56.00260078023407,4,43066.0,466312
1870,1870.0,828.0,56.596879063719115,-3,43523.0,471059
1880,1880.0,941.0,65.96749024707412,1,50729.0,476061
1890,1890.0,991.0,72.20286085825748,-3,55524.0,481567
1900,1900.0,792.0,66.59947984395319,-1,51215.0,485830
1910,1910.0,882.0,72.21716514954487,2,55535.0,490090
1920,1920.0,1049.0,78.9778933680104,-1,60734.0,495055
1930,1930.0,812.0,70.95838751625487,2,54567.0,499633
1940,1940.0,947.0,80.01170351105331,0,61529.0,504508
1950,1950.0,952.0,86.61768530559168,-1,66609.0,509772
